,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
6,6,22013,101236,Chuck Hayes,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,13,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,0,0,-6,-0.8,1
18,18,22013,101161,Amir Johnson,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,15,1,3,0.333,0,1,0.0,0,2,0.0,0,4,4,0,1,0,2,2,2,-10,7.8,1
41,41,22013,201946,Tyler Hansbrough,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,28,4,8,0.5,0,0,,3,5,0.6,3,6,9,0,2,0,1,3,11,5,26.8,1
60,60,22013,201942,DeMar DeRozan,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,22,2,5,0.4,0,0,,5,6,0.833,2,3,5,1,1,0,3,1,9,-11,16.5,1
149,149,22013,203082,Terrence Ross,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,21,2,5,0.4,0,2,0.0,0,0,,1,0,1,0,1,0,2,1,4,-9,6.2,1
160,160,22013,202685,Jonas Valanciunas,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,16,4,6,0.667,0,0,,0,0,,1,5,6,1,0,1,1,2,8,-7,18.7,1
179,179,22013,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,26,8,15,0.533,3,8,0.375,3,5,0.6,0,3,3,5,1,0,4,4,22,-10,32.1,1
190,190,22013,202779,Dwight Buycks,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,22,1,7,0.143,0,2,0.0,0,0,,1,2,3,0,2,0,4,1,2,-1,7.6,1
208,208,22013,201986,Nando De Colo,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,26,5,12,0.417,2,4,0.5,0,0,,1,2,3,4,0,0,2,3,12,6,19.6,1
216,216,22013,202335,Patrick Patterson,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,20,3,7,0.429,1,4,0.25,0,0,,2,3,5,3,1,1,1,1,7,14,22.5,1
261,261,22013,202349,Greivis Vasquez,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,22,5,9,0.556,3,6,0.5,0,0,,0,4,4,5,0,0,2,2,13,16,23.3,1
270,270,22013,200779,Steve Novak,1610612761,TOR,Toronto Raptors,21301226,2014-04-16,TOR @ NYK,L,9,1,3,0.333,0,2,0.0,0,0,,1,3,4,1,0,0,0,0,2,-2,8.3,1
358,358,22013,101161,Amir Johnson,1610612761,TOR,Toronto Raptors,21301205,2014-04-14,TOR vs. MIL,W,28,4,7,0.571,2,2,1.0,0,1,0.0,1,4,5,3,1,0,2,3,10,21,21.5,1
420,420,22013,202685,Jonas Valanciunas,1610612761,TOR,Toronto Raptors,21301205,2014-04-14,TOR vs. MIL,W,28,4,7,0.571,0,0,,6,6,1.0,3,10,13,1,0,0,2,3,14,4,29.1,1
