,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
42,42,22013,202323,Evan Turner,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,34,5,6,0.833,1,1,1.0,3,3,1.0,0,8,8,6,1,0,3,2,14,13,32.6,1
62,62,22013,201588,George Hill,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,14,2,5,0.4,1,2,0.5,0,0,,2,2,4,2,2,0,0,1,5,8,18.8,1
82,82,22013,203524,Solomon Hill,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,26,2,6,0.333,1,2,0.5,0,0,,0,5,5,1,0,0,1,0,5,-1,11.5,1
94,94,22013,201579,Roy Hibbert,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,17,1,7,0.143,0,0,,2,2,1.0,1,6,7,0,0,1,0,1,4,13,15.4,1
162,162,22013,2446,Rasual Butler,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,38,8,13,0.615,2,4,0.5,1,4,0.25,0,2,2,5,0,0,0,4,19,17,28.9,1
192,192,22013,203142,Chris Copeland,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,26,7,16,0.438,5,11,0.455,0,0,,1,2,3,2,1,0,2,5,19,-1,26.6,1
209,209,22013,202388,Donald Sloan,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,31,6,13,0.462,1,3,0.333,0,0,,2,2,4,3,0,0,3,2,13,8,19.3,1
217,217,22013,202730,Lavoy Allen,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,28,6,12,0.5,0,0,,0,0,,5,6,11,3,1,1,1,1,12,3,34.7,1
267,267,22013,2449,Luis Scola,1610612754,IND,Indiana Pacers,21301227,2014-04-16,IND @ ORL,W,24,4,10,0.4,0,0,,2,2,1.0,4,4,8,4,0,0,2,1,10,15,23.6,1
547,547,22013,201579,Roy Hibbert,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,27,0,9,0.0,0,0,,0,0,,2,4,6,0,1,1,2,2,0,7,11.2,1
564,564,22013,202362,Lance Stephenson,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,41,7,10,0.7,2,5,0.4,1,2,0.5,1,9,10,11,0,1,4,3,17,6,44.5,1
577,577,22013,201228,C.J. Watson,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,25,6,10,0.6,4,7,0.571,4,6,0.667,0,3,3,1,1,0,3,0,20,9,25.1,1
602,602,22013,2561,David West,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,33,9,11,0.818,0,0,,3,4,0.75,2,4,6,1,0,1,3,4,21,4,29.7,1
604,604,22013,2449,Luis Scola,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,15,5,7,0.714,0,0,,0,0,,0,2,2,1,0,0,3,1,10,1,10.9,1
606,606,22013,202331,Paul George,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,36,6,17,0.353,3,6,0.5,5,5,1.0,2,10,12,2,0,0,1,3,20,-2,36.4,1
615,615,22013,101133,Ian Mahinmi,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,21,4,4,1.0,0,0,,3,4,0.75,3,2,5,1,0,1,1,2,11,-2,20.5,1
638,638,22013,201588,George Hill,1610612754,IND,Indiana Pacers,21301200,2014-04-13,IND vs. OKC,W,23,1,3,0.333,0,2,0.0,1,2,0.5,0,0,0,2,0,0,0,4,3,-4,6.0,1
