,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
8,8,22013,2405,Amar'e Stoudemire,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,20,3,7,0.429,0,0,,2,2,1.0,2,3,5,1,0,0,1,1,8,2,14.5,1
63,63,22013,200769,Shannon Brown,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,21,0,3,0.0,0,0,,0,0,,0,2,2,1,1,0,5,4,0,-10,1.9,1
79,79,22013,202697,Iman Shumpert,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,30,1,10,0.1,1,5,0.2,0,2,0.0,2,2,4,2,2,1,0,3,3,12,19.8,1
103,103,22013,202719,Jeremy Tyler,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,24,2,6,0.333,0,0,,2,2,1.0,0,1,1,0,0,0,1,4,6,-14,6.2,1
128,128,22013,203501,Tim Hardaway Jr.,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,35,6,15,0.4,3,5,0.6,3,4,0.75,0,2,2,2,0,0,1,1,18,-11,22.4,1
130,130,22013,2747,JR Smith,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,27,13,19,0.684,2,5,0.4,2,4,0.5,0,4,4,1,5,0,2,1,30,21,49.3,1
176,176,22013,203143,Pablo Prigioni,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,14,1,1,1.0,0,0,,0,0,,0,0,0,3,2,0,2,2,2,11,10.5,1
236,236,22013,202332,Cole Aldrich,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,40,5,8,0.625,0,0,,3,4,0.75,7,9,16,1,2,5,1,3,13,12,53.7,1
262,262,22013,203315,Toure' Murry,1610612752,NYK,New York Knicks,21301226,2014-04-16,NYK vs. TOR,W,29,6,12,0.5,2,2,1.0,1,1,1.0,0,2,2,2,0,0,3,4,15,-8,17.4,1
305,305,22013,203315,Toure' Murry,1610612752,NYK,New York Knicks,21301214,2014-04-15,NYK @ BKN,W,22,2,8,0.25,2,3,0.667,3,4,0.75,0,1,1,5,3,0,0,2,9,-2,26.7,1
307,307,22013,202697,Iman Shumpert,1610612752,NYK,New York Knicks,21301214,2014-04-15,NYK @ BKN,W,31,4,9,0.444,0,2,0.0,3,4,0.75,1,3,4,2,3,0,2,4,11,9,25.8,1
308,308,22013,200769,Shannon Brown,1610612752,NYK,New York Knicks,21301214,2014-04-15,NYK @ BKN,W,30,4,7,0.571,0,0,,6,6,1.0,1,0,1,1,1,0,0,2,14,0,19.7,1
310,310,22013,202332,Cole Aldrich,1610612752,NYK,New York Knicks,21301214,2014-04-15,NYK @ BKN,W,26,4,6,0.667,0,0,,5,5,1.0,3,10,13,0,1,1,2,5,13,0,32.6,1
319,319,22013,2747,JR Smith,1610612752,NYK,New York Knicks,21301214,2014-04-15,NYK @ BKN,W,23,3,8,0.375,3,7,0.429,5,6,0.833,1,6,7,3,1,1,3,2,14,17,29.9,1
326,326,22013,203501,Tim Hardaway Jr.,1610612752,NYK,New York Knicks,21301214,2014-04-15,NYK @ BKN,W,36,5,10,0.5,4,5,0.8,2,2,1.0,0,0,0,0,0,0,0,4,16,0,16.0,1
