,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
52,52,22014,202685,Jonas Valanciunas,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,27,9,11,0.818,0,0,,0,0,,0,5,5,1,0,0,0,2,18,14,25.5,1
76,76,22014,201946,Tyler Hansbrough,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,22,2,2,1.0,0,0,,0,0,,0,3,3,2,1,0,1,3,4,9,12.6,1
81,81,22014,202335,Patrick Patterson,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,26,1,3,0.333,1,3,0.333,0,0,,0,3,3,1,1,1,0,0,3,-4,14.1,1
108,108,22014,201949,James Johnson,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,15,2,6,0.333,0,2,0.0,0,0,,1,0,1,0,0,1,2,3,4,-3,6.2,1
122,122,22014,203082,Terrence Ross,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,33,5,15,0.333,3,13,0.231,0,0,,0,2,2,3,0,0,0,1,13,8,19.9,1
131,131,22014,202349,Greivis Vasquez,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,25,2,8,0.25,2,4,0.5,0,0,,0,4,4,6,1,0,1,3,6,-3,21.8,1
248,248,22014,201942,DeMar DeRozan,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,34,8,13,0.615,0,2,0.0,0,0,,1,3,4,6,2,0,4,1,16,8,31.8,1
253,253,22014,101161,Amir Johnson,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,21,1,4,0.25,0,0,,0,0,,2,4,6,1,0,1,0,2,2,-9,13.7,1
285,285,22014,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21401228,2015-04-15,TOR vs. CHA,W,37,8,15,0.533,6,9,0.667,4,4,1.0,1,3,4,7,3,0,3,1,26,5,47.3,1
296,296,22014,201946,Tyler Hansbrough,1610612761,TOR,Toronto Raptors,21401214,2015-04-14,TOR @ BOS,L,23,0,1,0.0,0,0,,0,0,,1,5,6,0,2,0,0,2,0,-15,13.2,1
