,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
12,12,22014,201951,Ty Lawson,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,18,1,5,0.2,0,2,0.0,2,2,1.0,0,0,0,8,0,0,4,0,4,-11,12.0,1
23,23,22014,201581,JJ Hickson,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,17,0,1,0.0,0,0,,2,2,1.0,0,1,1,0,0,0,0,3,2,14,3.2,1
35,35,22014,203115,Will Barton,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,21,6,9,0.667,0,0,,4,4,1.0,0,4,4,3,2,1,1,1,16,10,33.3,1
80,80,22014,203914,Gary Harris,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,33,3,6,0.5,1,2,0.5,4,5,0.8,1,2,3,0,0,0,2,2,11,-16,12.6,1
110,110,22014,201568,Danilo Gallinari,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,23,6,10,0.6,0,1,0.0,6,7,0.857,1,4,5,2,1,0,0,1,18,-19,30.0,1
133,133,22014,203546,Ian Clark,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,16,3,5,0.6,1,2,0.5,2,2,1.0,0,2,2,1,3,1,1,2,9,3,23.9,1
168,168,22014,203530,Joffrey Lauvergne,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,23,4,6,0.667,0,0,,3,4,0.75,2,5,7,3,1,0,1,6,11,18,25.9,1
208,208,22014,203475,Erick Green,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,27,7,13,0.538,2,3,0.667,1,1,1.0,1,3,4,7,1,0,1,1,17,5,34.3,1
223,223,22014,203994,Jusuf Nurkic,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,30,7,13,0.538,0,0,,3,5,0.6,3,6,9,2,1,1,5,5,17,-19,31.8,1
230,230,22014,201163,Wilson Chandler,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,23,7,13,0.538,1,6,0.167,3,4,0.75,0,4,4,0,1,0,3,1,18,-17,22.8,1
282,282,22014,203479,Jamaal Franklin,1610612743,DEN,Denver Nuggets,21401229,2015-04-15,DEN @ GSW,L,10,1,2,0.5,1,2,0.5,0,0,,1,0,1,2,0,1,3,3,3,-3,7.2,1
365,365,22014,202702,Kenneth Faried,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,35,7,16,0.438,0,1,0.0,5,9,0.556,11,6,17,2,2,0,4,5,19,-6,44.4,1
367,367,22014,203475,Erick Green,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,35,2,9,0.222,0,1,0.0,0,0,,3,1,4,2,1,0,1,2,4,5,13.8,1
377,377,22014,201581,JJ Hickson,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,24,3,11,0.273,0,0,,0,0,,3,8,11,1,1,0,1,2,6,2,22.7,1
401,401,22014,203530,Joffrey Lauvergne,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-7,0.0,1
404,404,22014,203115,Will Barton,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,26,3,10,0.3,0,3,0.0,5,6,0.833,1,7,8,2,0,0,2,1,11,-2,21.6,1
414,414,22014,203914,Gary Harris,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,35,4,8,0.5,3,6,0.5,2,2,1.0,2,0,2,2,1,0,1,2,13,-13,20.4,1
458,458,22014,201163,Wilson Chandler,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,35,12,23,0.522,6,10,0.6,2,3,0.667,1,5,6,0,1,0,0,6,32,-8,42.2,1
522,522,22014,200751,Randy Foye,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,39,6,21,0.286,3,12,0.25,1,2,0.5,2,5,7,8,1,0,1,3,16,-14,38.4,1
559,559,22014,203994,Jusuf Nurkic,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,7,1,3,0.333,0,0,,0,0,,2,1,3,1,0,0,1,3,2,8,6.1,1
575,575,22014,203546,Ian Clark,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
579,579,22014,203479,Jamaal Franklin,1610612743,DEN,Denver Nuggets,21401213,2015-04-13,DEN @ LAC,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
619,619,22014,201951,Ty Lawson,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,37,4,7,0.571,0,1,0.0,2,4,0.5,0,0,0,11,1,0,2,1,10,24,27.5,1
620,620,22014,200751,Randy Foye,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,29,3,11,0.273,3,9,0.333,7,8,0.875,0,1,1,3,2,0,4,3,16,10,23.7,1
627,627,22014,203546,Ian Clark,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,4,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,1,0,-5,-1.0,1
633,633,22014,203475,Erick Green,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,9,1,4,0.25,0,1,0.0,0,0,,0,1,1,0,0,0,1,2,2,-2,2.2,1
634,634,22014,203479,Jamaal Franklin,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,3,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-6,2.7,1
638,638,22014,203115,Will Barton,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,18,4,8,0.5,1,3,0.333,1,1,1.0,0,3,3,2,2,0,1,2,10,0,21.6,1
641,641,22014,201568,Danilo Gallinari,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,34,4,8,0.5,2,3,0.667,4,4,1.0,0,6,6,6,1,0,2,3,14,16,31.2,1
663,663,22014,203530,Joffrey Lauvergne,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,7,3,4,0.75,0,0,,0,0,,1,2,3,1,0,0,0,4,6,-5,11.1,1
691,691,22014,201163,Wilson Chandler,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,30,8,15,0.533,3,6,0.5,2,2,1.0,1,8,9,4,3,0,0,5,21,10,46.8,1
694,694,22014,202702,Kenneth Faried,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,31,12,14,0.857,0,0,,6,8,0.75,3,4,7,1,3,0,3,4,30,9,45.9,1
728,728,22014,203994,Jusuf Nurkic,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,11,1,4,0.25,0,1,0.0,0,2,0.0,3,5,8,1,1,1,2,2,2,-6,17.1,1
737,737,22014,203914,Gary Harris,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,13,1,2,0.5,0,1,0.0,0,0,,0,0,0,2,0,0,2,0,2,1,3.0,1
771,771,22014,201581,JJ Hickson,1610612743,DEN,Denver Nuggets,21401196,2015-04-12,DEN vs. SAC,W,15,4,4,1.0,0,0,,1,1,1.0,2,1,3,0,2,0,0,1,9,9,18.6,1
915,915,22014,203914,Gary Harris,1610612743,DEN,Denver Nuggets,21401184,2015-04-10,DEN vs. DAL,L,10,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,2,0,-9,1.2,1
929,929,22014,203530,Joffrey Lauvergne,1610612743,DEN,Denver Nuggets,21401184,2015-04-10,DEN vs. DAL,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
947,947,22014,201163,Wilson Chandler,1610612743,DEN,Denver Nuggets,21401184,2015-04-10,DEN vs. DAL,L,49,9,22,0.409,2,9,0.222,0,0,,6,5,11,2,1,0,3,3,20,-6,36.2,1
998,998,22014,200751,Randy Foye,1610612743,DEN,Denver Nuggets,21401184,2015-04-10,DEN vs. DAL,L,47,6,18,0.333,5,13,0.385,0,0,,1,4,5,4,5,0,3,2,17,2,41.0,1
