,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
55,55,22020,1628388,T.J. Leaf,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,5,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-11,1.2,1
59,59,22020,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,31,7,13,0.538,5,9,0.556,3,3,1.0,0,3,3,10,0,0,4,2,22,24,36.6,1
114,114,22020,203496,Robert Covington,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,29,1,5,0.2,0,4,0.0,1,1,1.0,2,5,7,0,1,2,0,2,3,23,20.4,1
137,137,22020,202683,Enes Freedom,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,22,5,5,1.0,0,0,,4,5,0.8,4,11,15,0,0,1,1,3,14,15,34.0,1
151,151,22020,203994,Jusuf Nurkic,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,20,8,10,0.8,1,1,1.0,3,6,0.5,4,9,13,2,1,2,3,3,20,12,44.6,1
158,158,22020,1626181,Norman Powell,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,33,5,9,0.556,3,5,0.6,6,6,1.0,0,3,3,1,0,0,2,0,19,14,22.1,1
186,186,22020,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,31,9,17,0.529,5,9,0.556,1,1,1.0,1,1,2,5,1,0,3,0,24,15,33.9,1
216,216,22020,1629604,CJ Elleby,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,5,1,3,0.333,0,2,0.0,0,0,,0,1,1,0,0,0,0,1,2,-11,3.2,1
246,246,22020,2546,Carmelo Anthony,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,22,3,10,0.3,2,5,0.4,2,2,1.0,0,2,2,3,0,0,0,2,10,14,16.9,1
272,272,22020,1629642,Nassir Little,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,6,2,2,1.0,0,0,,0,0,,0,1,1,1,0,0,0,1,4,-7,6.7,1
274,274,22020,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,22,3,6,0.5,2,5,0.4,2,2,1.0,0,1,1,0,0,0,0,1,10,11,11.2,1
275,275,22020,1628385,Harry Giles III,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,5,1,3,0.333,0,1,0.0,0,0,,0,2,2,1,0,1,0,0,2,-11,8.9,1
288,288,22020,1627884,Derrick Jones Jr.,1610612757,POR,Portland Trail Blazers,22001076,2021-05-16,POR vs. DEN,W,7,1,3,0.333,0,2,0.0,0,0,,0,0,0,1,0,0,0,1,2,-8,3.5,1
606,606,22020,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,43,16,23,0.696,2,6,0.333,7,8,0.875,0,5,5,5,1,0,3,0,41,-2,54.5,1
663,663,22020,203496,Robert Covington,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,37,5,10,0.5,4,8,0.5,2,4,0.5,0,4,4,4,2,0,1,5,16,-2,31.8,1
688,688,22020,1626181,Norman Powell,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,41,4,9,0.444,2,3,0.667,2,2,1.0,0,4,4,3,2,0,2,2,12,0,25.3,1
692,692,22020,2546,Carmelo Anthony,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,22,1,7,0.143,1,5,0.2,2,2,1.0,0,3,3,1,0,2,0,4,5,-1,16.1,1
698,698,22020,202683,Enes Freedom,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,16,3,4,0.75,0,0,,0,0,,1,7,8,0,0,0,2,1,6,-5,13.6,1
715,715,22020,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,39,11,19,0.579,5,9,0.556,0,0,,0,1,1,6,0,0,1,1,27,2,36.2,1
716,716,22020,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,16,1,2,0.5,1,2,0.5,0,0,,0,0,0,1,0,0,0,0,3,0,4.5,1
742,742,22020,203994,Jusuf Nurkic,1610612757,POR,Portland Trail Blazers,22001053,2021-05-13,POR @ PHX,L,26,3,7,0.429,0,0,,1,2,0.5,0,8,8,3,2,1,4,5,7,3,26.1,1
827,827,22020,1626181,Norman Powell,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,39,3,11,0.273,1,5,0.2,0,0,,0,4,4,0,1,1,0,4,7,-1,17.8,1
843,843,22020,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,19,1,3,0.333,1,3,0.333,0,0,,0,1,1,0,1,0,0,1,3,3,7.2,1
853,853,22020,1629604,CJ Elleby,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,0.0,1
862,862,22020,1629833,Keljin Blevins,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,0.0,1
863,863,22020,203496,Robert Covington,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,30,2,3,0.667,1,2,0.5,0,0,,1,6,7,0,2,0,0,4,5,7,19.4,1
867,867,22020,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,37,10,20,0.5,3,9,0.333,7,8,0.875,0,2,2,6,0,1,1,1,30,5,43.4,1
879,879,22020,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,38,12,22,0.545,2,6,0.333,0,1,0.0,1,3,4,4,0,0,2,1,26,15,34.8,1
896,896,22020,203994,Jusuf Nurkic,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,32,3,14,0.214,0,0,,5,8,0.625,5,10,15,6,3,4,1,3,11,3,58.0,1
910,910,22020,202683,Enes Freedom,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,16,2,5,0.4,1,2,0.5,0,0,,1,3,4,0,0,0,1,2,5,4,8.8,1
913,913,22020,2546,Carmelo Anthony,1610612757,POR,Portland Trail Blazers,22001045,2021-05-12,POR @ UTA,W,27,7,13,0.538,4,5,0.8,0,0,,1,1,2,1,0,0,0,2,18,9,21.9,1
1158,1158,22020,202683,Enes Freedom,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,17,2,5,0.4,0,0,,2,5,0.4,4,6,10,2,0,1,0,1,6,1,24.0,1
1159,1159,22020,203994,Jusuf Nurkic,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,29,10,14,0.714,0,1,0.0,2,2,1.0,4,2,6,5,3,1,1,2,22,14,47.7,1
1171,1171,22020,1626181,Norman Powell,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,35,9,17,0.529,3,8,0.375,7,9,0.778,1,5,6,4,1,0,2,2,28,14,42.2,1
1181,1181,22020,1627884,Derrick Jones Jr.,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,23,4,6,0.667,0,1,0.0,3,3,1.0,1,2,3,3,1,0,0,3,11,13,22.1,1
1193,1193,22020,1629604,CJ Elleby,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,2,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-4,1.2,1
1198,1198,22020,203496,Robert Covington,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,31,2,5,0.4,2,5,0.4,0,0,,0,2,2,1,1,2,0,4,6,1,18.9,1
1205,1205,22020,1628385,Harry Giles III,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,0.0,1
1209,1209,22020,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,22001031,2021-05-10,POR vs. HOU,W,21,1,6,0.167,1,4,0.25,2,2,1.0,0,5,5,2,0,0,0,2,5,-3,14.0,1
