,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
196,196,22022,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,26,6,12,0.5,2,8,0.25,0,0,,0,5,5,2,1,0,0,2,14,-2,26.0,1
197,197,22022,1630556,Kessler Edwards,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,10,0,2,0.0,0,1,0.0,0,0,,1,0,1,0,0,0,0,4,0,-8,1.2,1
198,198,22022,1629002,Chimezie Metu,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,12,2,4,0.5,0,1,0.0,5,6,0.833,0,0,0,0,1,0,0,0,9,-3,12.0,1
199,199,22022,1628989,Kevin Huerter,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,21,5,9,0.556,2,4,0.5,0,0,,0,1,1,3,1,1,2,4,12,5,21.7,1
202,202,22022,1628368,De'Aaron Fox,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,18,6,10,0.6,1,3,0.333,0,0,,1,1,2,3,0,0,1,0,13,17,18.9,1
203,203,22022,1627734,Domantas Sabonis,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,19,6,9,0.667,0,0,,2,3,0.667,5,4,9,5,0,2,2,2,14,6,36.3,1
204,204,22022,203458,Alex Len,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,12,0,0,,0,0,,0,0,,1,4,5,1,1,2,0,1,0,-5,16.5,1
205,205,22022,203084,Harrison Barnes,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,18,5,7,0.714,5,7,0.714,2,2,1.0,0,0,0,0,0,0,1,1,17,17,16.0,1
237,237,22022,1631165,Keon Ellis,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,13,0,3,0.0,0,2,0.0,1,2,0.5,0,0,0,1,0,0,0,0,1,-6,2.5,1
248,248,22022,1629056,Terence Davis,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,18,2,9,0.222,1,8,0.125,0,2,0.0,0,1,1,0,0,0,0,1,5,-18,6.2,1
250,250,22022,1628408,PJ Dozier,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,24,2,8,0.25,0,3,0.0,0,0,,1,3,4,6,3,0,2,2,4,-25,24.8,1
251,251,22022,1628370,Malik Monk,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,18,2,5,0.4,0,2,0.0,0,0,,0,0,0,3,0,0,5,0,4,-15,3.5,1
252,252,22022,1626168,Trey Lyles,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,20,1,4,0.25,0,3,0.0,0,0,,0,2,2,0,0,0,2,1,2,-21,2.4,1
253,253,22022,1626158,Richaun Holmes,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,8,0,2,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,0,0,-13,2.4,1
276,276,22022,1629674,Neemias Queta,1610612758,SAC,Sacramento Kings,22201227,2023-04-09,SAC @ DEN,L,4,0,1,0.0,0,0,,0,0,,1,1,2,0,0,1,0,0,0,1,5.4,1
457,457,22022,1629002,Chimezie Metu,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,17,5,8,0.625,0,0,,5,9,0.556,1,8,9,0,0,0,2,1,15,-4,23.8,1
458,458,22022,1631165,Keon Ellis,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,4,0,0,,0,0,,1,2,0.5,0,0,0,0,2,0,0,0,1,2,7.0,1
460,460,22022,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,34,4,13,0.308,1,5,0.2,0,0,,2,2,4,3,0,1,0,0,9,-31,21.3,1
461,461,22022,1629056,Terence Davis,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,32,4,16,0.25,2,10,0.2,0,0,,0,1,1,3,1,0,4,3,10,-15,14.7,1
462,462,22022,1628408,PJ Dozier,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,20,3,10,0.3,1,6,0.167,0,0,,0,2,2,3,0,0,1,3,7,10,12.9,1
463,463,22022,1626168,Trey Lyles,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,22,6,12,0.5,3,7,0.429,0,0,,3,5,8,1,0,1,0,3,15,-2,29.1,1
468,468,22022,1630558,Davion Mitchell,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,28,2,13,0.154,1,6,0.167,0,0,,1,1,2,5,3,0,2,2,5,-32,21.9,1
469,469,22022,1630556,Kessler Edwards,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,23,2,3,0.667,1,1,1.0,1,2,0.5,1,1,2,2,2,0,0,0,6,5,17.4,1
476,476,22022,1626158,Richaun Holmes,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,15,5,11,0.455,1,1,1.0,0,0,,3,0,3,3,0,0,0,2,11,2,19.1,1
477,477,22022,203458,Alex Len,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,16,2,3,0.667,0,0,,1,2,0.5,5,1,6,2,0,1,2,2,5,-20,16.2,1
478,478,22022,203084,Harrison Barnes,1610612758,SAC,Sacramento Kings,22201211,2023-04-07,SAC vs. GSW,L,29,5,9,0.556,1,3,0.333,2,3,0.667,2,1,3,2,2,0,1,0,13,-25,24.6,1
779,779,22022,1626168,Trey Lyles,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,19,3,7,0.429,2,4,0.5,0,0,,2,3,5,1,0,0,0,0,8,6,15.5,1
781,781,22022,1628368,De'Aaron Fox,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,32,10,26,0.385,1,6,0.167,7,7,1.0,2,3,5,8,1,1,1,2,28,4,51.0,1
782,782,22022,1628370,Malik Monk,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,24,5,15,0.333,2,6,0.333,1,1,1.0,0,5,5,4,1,0,2,2,13,5,26.0,1
784,784,22022,1628989,Kevin Huerter,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,32,6,15,0.4,2,7,0.286,0,0,,2,4,6,3,3,0,1,2,14,-3,33.7,1
844,844,22022,203458,Alex Len,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,13,0,2,0.0,0,0,,2,2,1.0,7,2,9,0,0,0,1,1,2,10,11.8,1
865,865,22022,203084,Harrison Barnes,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,30,7,14,0.5,0,2,0.0,2,2,1.0,4,1,5,0,0,0,0,2,16,-2,22.0,1
869,869,22022,1627734,Domantas Sabonis,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,35,8,11,0.727,1,1,1.0,2,6,0.333,3,8,11,11,1,0,3,4,19,-14,48.7,1
871,871,22022,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,30,4,8,0.5,2,5,0.4,1,1,1.0,0,9,9,2,0,0,0,3,11,-8,24.8,1
872,872,22022,1630558,Davion Mitchell,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,16,3,6,0.5,2,5,0.4,0,0,,0,0,0,1,0,0,1,3,8,-8,8.5,1
873,873,22022,1630556,Kessler Edwards,1610612758,SAC,Sacramento Kings,22201195,2023-04-05,SAC @ DAL,L,10,0,2,0.0,0,1,0.0,0,0,,2,0,2,1,1,0,0,0,0,-10,6.9,1
898,898,22022,203084,Harrison Barnes,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,31,5,9,0.556,1,3,0.333,5,5,1.0,0,0,0,1,3,0,0,0,16,17,26.5,1
899,899,22022,203458,Alex Len,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,13,1,1,1.0,0,0,,2,2,1.0,1,3,4,1,0,2,1,4,4,15,15.3,1
900,900,22022,1626158,Richaun Holmes,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,3,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3,1.2,1
901,901,22022,1626168,Trey Lyles,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,13,0,4,0.0,0,4,0.0,0,0,,0,3,3,0,0,0,0,3,0,14,3.6,1
925,925,22022,1627734,Domantas Sabonis,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,32,7,12,0.583,1,2,0.5,1,2,0.5,3,9,12,11,0,0,2,3,16,6,44.9,1
1016,1016,22022,1628989,Kevin Huerter,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,22,5,10,0.5,1,5,0.2,0,0,,1,2,3,4,2,1,1,3,11,-2,28.6,1
1017,1017,22022,1628408,PJ Dozier,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,3,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-3,3.2,1
1018,1018,22022,1628368,De'Aaron Fox,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,30,10,23,0.435,2,6,0.333,1,2,0.5,2,3,5,9,1,0,3,0,23,18,42.5,1
1131,1131,22022,1628370,Malik Monk,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,23,6,9,0.667,2,5,0.4,3,4,0.75,0,2,2,3,2,0,0,2,17,23,29.9,1
1135,1135,22022,1631165,Keon Ellis,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,3,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-3,1.5,1
1136,1136,22022,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,35,7,12,0.583,7,10,0.7,0,0,,3,3,6,1,0,1,1,2,21,8,31.7,1
1137,1137,22022,1630558,Davion Mitchell,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,15,3,5,0.6,2,3,0.667,0,0,,1,0,1,2,0,0,1,1,8,3,11.2,1
1138,1138,22022,1630556,Kessler Edwards,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,11,0,2,0.0,0,2,0.0,0,0,,0,5,5,1,0,0,1,2,0,3,6.5,1
1142,1142,22022,1629056,Terence Davis,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,3,1,3,0.333,1,2,0.5,0,0,,0,0,0,1,0,0,0,1,3,-3,4.5,1
1143,1143,22022,1629002,Chimezie Metu,1610612758,SAC,Sacramento Kings,22201185,2023-04-04,SAC @ NOP,W,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3,-1.0,1
1208,1208,22022,203084,Harrison Barnes,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,37,5,12,0.417,1,3,0.333,4,6,0.667,2,2,4,1,2,0,3,1,15,-4,24.3,1
1209,1209,22022,1627734,Domantas Sabonis,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,39,9,12,0.75,1,1,1.0,7,12,0.583,2,6,8,6,1,1,3,4,26,-18,47.6,1
1210,1210,22022,1628368,De'Aaron Fox,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,38,10,23,0.435,0,8,0.0,8,8,1.0,0,4,4,4,0,0,1,2,28,-3,37.8,1
1211,1211,22022,1628989,Kevin Huerter,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,36,5,17,0.294,2,12,0.167,1,1,1.0,0,4,4,3,0,0,1,1,13,-17,21.3,1
1214,1214,22022,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,35,7,10,0.7,2,4,0.5,2,2,1.0,2,2,4,1,1,0,1,3,18,-21,26.3,1
1220,1220,22022,203458,Alex Len,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,13,3,5,0.6,0,0,,0,0,,4,3,7,2,1,2,3,2,6,12,23.4,1
1298,1298,22022,1626168,Trey Lyles,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,12,1,3,0.333,1,2,0.5,0,0,,0,3,3,1,1,2,1,2,3,6,16.1,1
1301,1301,22022,1628408,PJ Dozier,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
1304,1304,22022,1629056,Terence Davis,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,17,5,11,0.455,3,8,0.375,2,2,1.0,1,2,3,1,1,0,2,3,15,15,21.1,1
1345,1345,22022,1630556,Kessler Edwards,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,22,2,7,0.286,1,5,0.2,1,1,1.0,2,4,6,1,2,0,0,5,6,-1,20.7,1
1377,1377,22022,1630558,Davion Mitchell,1610612758,SAC,Sacramento Kings,22201170,2023-04-02,SAC vs. SAS,L,15,2,3,0.667,0,1,0.0,0,0,,0,0,0,4,0,0,0,0,4,-9,10.0,1
1676,1676,22022,1629002,Chimezie Metu,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,2,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
1677,1677,22022,1628989,Kevin Huerter,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,22,5,9,0.556,4,8,0.5,0,0,,0,2,2,1,0,1,1,2,14,15,19.9,1
1678,1678,22022,1628408,PJ Dozier,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,1
1679,1679,22022,1627734,Domantas Sabonis,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,33,9,14,0.643,0,0,,2,5,0.4,3,9,12,8,2,0,5,2,20,21,47.4,1
1680,1680,22022,1626158,Richaun Holmes,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,2,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,0,0,1.5,1
1700,1700,22022,1630556,Kessler Edwards,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,18,4,7,0.571,2,4,0.5,0,0,,0,0,0,2,2,1,1,1,10,9,21.0,1
1704,1704,22022,1629056,Terence Davis,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,4,3,3,1.0,2,2,1.0,0,0,,0,0,0,0,1,0,0,0,8,3,11.0,1
1743,1743,22022,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,27,8,14,0.571,4,7,0.571,0,0,,1,2,3,3,1,3,0,4,20,16,40.1,1
1748,1748,22022,1628370,Malik Monk,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,25,8,12,0.667,4,7,0.571,0,0,,0,2,2,5,1,1,0,3,20,8,35.9,1
