,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
1,1,22017,1938,Manu Ginobili,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,12,2,7,0.286,1,4,0.25,1,1,1.0,0,2,2,3,0,0,3,3,6,-7,9.9,1
63,63,22017,203937,Kyle Anderson,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,18,4,7,0.571,1,1,1.0,1,1,1.0,0,0,0,2,2,0,0,1,10,-11,19.0,1
93,93,22017,200746,LaMarcus Aldridge,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,23,5,12,0.417,0,0,,1,1,1.0,3,2,5,0,1,0,1,2,11,-16,19.0,1
122,122,22017,203464,Brandon Paul,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,16,4,6,0.667,1,2,0.5,1,2,0.5,0,1,1,0,0,0,1,0,10,-9,10.2,1
123,123,22017,2200,Pau Gasol,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,14,2,4,0.5,0,0,,2,2,1.0,1,6,7,4,0,0,0,3,6,-2,20.4,1
126,126,22017,2225,Tony Parker,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,20,5,10,0.5,0,0,,1,2,0.5,1,1,2,1,0,0,2,1,11,-10,12.9,1
139,139,22017,1627749,Dejounte Murray,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,29,3,10,0.3,0,0,,5,5,1.0,2,4,6,3,2,1,0,1,11,-14,31.7,1
143,143,22017,203530,Joffrey Lauvergne,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,9,1,4,0.25,0,0,,1,2,0.5,1,0,1,3,0,0,0,0,3,-7,8.7,1
161,161,22017,200752,Rudy Gay,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,24,3,10,0.3,1,3,0.333,1,1,1.0,3,4,7,2,1,0,3,1,8,-6,19.4,1
164,164,22017,201980,Danny Green,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,20,3,5,0.6,2,4,0.5,0,0,,0,4,4,2,2,0,3,2,8,-8,18.8,1
169,169,22017,202722,Davis Bertans,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,11,2,4,0.5,0,2,0.0,0,0,,0,2,2,0,0,0,1,2,4,-6,5.4,1
180,180,22017,201988,Patty Mills,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11,SAS @ NOP,L,21,0,4,0.0,0,3,0.0,0,0,,0,0,0,2,0,0,3,0,0,-18,0.0,1
