,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
17,17,22015,1626196,Josh Richardson,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,27,0,6,0.0,0,4,0.0,0,0,,2,2,4,1,0,1,0,3,0,-4,9.3,1
27,27,22015,202355,Hassan Whiteside,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,28,6,10,0.6,0,0,,7,9,0.778,2,7,9,0,1,4,1,2,19,-10,43.8,1
49,49,22015,1626159,Justise Winslow,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,28,3,5,0.6,1,2,0.5,0,0,,5,5,10,1,1,0,0,2,7,-3,23.5,1
143,143,22015,201177,Josh McRoberts,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,16,1,6,0.167,0,1,0.0,0,0,,1,3,4,1,1,0,0,0,2,2,11.3,1
177,177,22015,201609,Goran Dragic,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,33,9,16,0.563,0,1,0.0,0,0,,2,0,2,3,1,2,0,5,18,-6,33.9,1
209,209,22015,2548,Dwyane Wade,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,31,7,16,0.438,0,1,0.0,3,3,1.0,0,3,3,5,0,1,3,2,17,-21,28.1,1
238,238,22015,2207,Joe Johnson,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,37,9,19,0.474,1,5,0.2,0,0,,0,4,4,1,1,0,3,1,19,-2,25.3,1
270,270,22015,2736,Luol Deng,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,35,3,9,0.333,0,5,0.0,0,0,,2,6,8,2,0,2,1,3,6,-5,23.6,1
272,272,22015,101123,Gerald Green,1610612748,MIA,Miami Heat,21501217,2016-04-13,MIA @ BOS,L,5,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1,0.0,1
288,288,22015,101123,Gerald Green,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,19,1,4,0.25,1,4,0.25,2,2,1.0,0,1,1,0,1,0,0,2,5,-1,9.2,1
295,295,22015,2617,Udonis Haslem,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,8,0,1,0.0,0,0,,1,2,0.5,0,1,1,0,0,0,0,2,1,8,2.2,1
296,296,22015,2207,Joe Johnson,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,34,10,15,0.667,3,5,0.6,2,3,0.667,0,2,2,5,2,0,4,1,25,4,36.9,1
322,322,22015,1626196,Josh Richardson,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,37,1,3,0.333,0,1,0.0,1,2,0.5,0,6,6,1,1,2,1,2,3,8,19.7,1
344,344,22015,2548,Dwyane Wade,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,34,6,16,0.375,0,1,0.0,2,3,0.667,0,4,4,3,0,0,1,2,14,-4,22.3,1
359,359,22015,2405,Amar'e Stoudemire,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,6,2,3,0.667,0,0,,0,0,,0,1,1,0,0,0,0,3,4,0,5.2,1
372,372,22015,201609,Goran Dragic,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,26,8,15,0.533,0,2,0.0,0,0,,2,3,5,4,1,0,2,4,16,6,29.0,1
374,374,22015,2736,Luol Deng,1610612748,MIA,Miami Heat,21501213,2016-04-12,MIA @ DET,W,41,6,11,0.545,3,7,0.429,2,2,1.0,1,9,10,2,0,0,3,1,17,11,29.0,1
