,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
34,34,22015,203138,Hollis Thompson,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,31,8,13,0.615,3,6,0.5,2,3,0.667,0,2,2,1,1,1,1,4,21,6,29.9,1
64,64,22015,202397,Ish Smith,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,38,4,13,0.308,2,6,0.333,0,0,,0,5,5,8,0,1,3,5,10,-17,28.0,1
66,66,22015,203457,Nerlens Noel,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,33,3,10,0.3,0,1,0.0,1,2,0.5,1,5,6,2,3,3,1,5,7,-13,34.2,1
134,134,22015,203088,Kendall Marshall,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,37,4,8,0.5,3,4,0.75,0,0,,1,2,3,5,1,0,1,2,11,-1,24.1,1
136,136,22015,204456,T.J. McConnell,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,22,4,6,0.667,1,1,1.0,0,0,,0,3,3,9,3,0,4,1,9,-2,31.1,1
163,163,22015,203924,Jerami Grant,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,38,7,14,0.5,2,4,0.5,4,6,0.667,1,5,6,1,1,2,1,3,20,-5,36.7,1
176,176,22015,203496,Robert Covington,1610612755,PHI,Philadelphia 76ers,21501222,2016-04-13,PHI @ CHI,L,42,7,17,0.412,6,13,0.462,7,7,1.0,1,5,6,2,1,0,2,4,27,-18,38.2,1
280,280,22015,203496,Robert Covington,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,34,7,12,0.583,6,10,0.6,4,6,0.667,0,3,3,3,0,1,3,2,24,6,32.1,1
302,302,22015,204456,T.J. McConnell,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,22,1,6,0.167,1,2,0.5,0,0,,0,3,3,4,0,0,1,0,3,-22,11.6,1
337,337,22015,203088,Kendall Marshall,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,14,1,5,0.2,1,3,0.333,0,0,,0,4,4,3,0,0,1,0,3,-15,11.3,1
341,341,22015,202397,Ish Smith,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,34,8,11,0.727,2,3,0.667,0,0,,1,1,2,4,2,0,3,2,18,-9,29.4,1
349,349,22015,203917,Nik Stauskas,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,37,6,13,0.462,1,6,0.167,0,0,,1,1,2,3,2,0,2,3,13,-16,23.9,1
357,357,22015,203138,Hollis Thompson,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,31,3,11,0.273,3,8,0.375,0,2,0.0,0,1,1,2,1,0,1,1,9,-17,15.2,1
360,360,22015,203924,Jerami Grant,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,15,2,5,0.4,1,2,0.5,1,1,1.0,0,2,2,2,0,2,1,5,6,-5,16.4,1
361,361,22015,1626174,Christian Wood,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,19,2,5,0.4,0,1,0.0,4,8,0.5,3,2,5,0,0,2,0,1,8,-22,20.0,1
377,377,22015,203457,Nerlens Noel,1610612755,PHI,Philadelphia 76ers,21501214,2016-04-12,PHI @ TOR,L,34,5,9,0.556,0,0,,4,8,0.5,2,8,10,3,3,1,1,4,14,-20,41.5,1
575,575,22015,203924,Jerami Grant,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,43,6,13,0.462,1,2,0.5,8,13,0.615,2,2,4,2,1,3,1,1,21,-12,39.8,1
596,596,22015,203457,Nerlens Noel,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,42,9,12,0.75,0,0,,0,0,,3,10,13,2,3,1,2,4,18,5,46.6,1
600,600,22015,203496,Robert Covington,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,40,6,20,0.3,5,17,0.294,2,2,1.0,1,7,8,1,3,0,2,3,19,2,37.1,1
607,607,22015,204456,T.J. McConnell,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,23,3,5,0.6,0,0,,0,0,,1,3,4,9,1,0,1,2,6,3,26.3,1
608,608,22015,203917,Nik Stauskas,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,36,3,15,0.2,2,12,0.167,4,4,1.0,0,1,1,0,1,0,1,1,12,-11,15.2,1
610,610,22015,202397,Ish Smith,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,39,9,17,0.529,2,5,0.4,2,5,0.4,2,7,9,8,3,2,6,2,22,7,53.8,1
623,623,22015,203138,Hollis Thompson,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,24,3,14,0.214,3,10,0.3,1,1,1.0,4,0,4,1,0,0,0,5,10,5,16.3,1
755,755,22015,1882,Elton Brand,1610612755,PHI,Philadelphia 76ers,21501197,2016-04-10,PHI vs. MIL,L,17,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,1,0,-4,3.9,1
907,907,22015,203924,Jerami Grant,1610612755,PHI,Philadelphia 76ers,21501180,2016-04-08,PHI vs. NYK,L,33,4,10,0.4,1,4,0.25,1,7,0.143,3,2,5,4,0,1,2,2,10,2,23.0,1
915,915,22015,203917,Nik Stauskas,1610612755,PHI,Philadelphia 76ers,21501180,2016-04-08,PHI vs. NYK,L,37,4,13,0.308,3,8,0.375,6,6,1.0,1,6,7,5,0,0,0,3,17,6,32.9,1
946,946,22015,203088,Kendall Marshall,1610612755,PHI,Philadelphia 76ers,21501180,2016-04-08,PHI vs. NYK,L,8,1,3,0.333,0,2,0.0,0,0,,0,0,0,0,1,0,0,2,2,-18,5.0,1
961,961,22015,203138,Hollis Thompson,1610612755,PHI,Philadelphia 76ers,21501180,2016-04-08,PHI vs. NYK,L,27,1,11,0.091,0,6,0.0,0,0,,0,1,1,2,0,0,0,1,2,-18,6.2,1
