,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
15,15,22015,203526,Raul Neto,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,19,4,7,0.571,0,2,0.0,0,0,,0,1,1,4,0,0,0,0,8,5,15.2,1
80,80,22015,203187,Chris Johnson,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,20,3,5,0.6,1,3,0.333,0,0,,0,2,2,1,0,0,2,2,7,19,8.9,1
101,101,22015,202714,Shelvin Mack,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,35,5,12,0.417,0,4,0.0,2,2,1.0,1,4,5,6,0,0,3,2,12,-1,24.0,1
153,153,22015,203918,Rodney Hood,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,18,2,7,0.286,0,2,0.0,0,0,,1,1,2,3,1,0,1,1,4,-18,12.9,1
169,169,22015,202330,Gordon Hayward,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,32,6,16,0.375,2,6,0.333,3,5,0.6,1,1,2,3,0,0,2,2,17,-12,21.9,1
185,185,22015,203481,Jeff Withey,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,28,4,7,0.571,0,0,,2,3,0.667,1,8,9,1,1,1,1,3,10,-3,27.3,1
230,230,22015,202344,Trevor Booker,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,29,4,7,0.571,0,0,,0,2,0.0,2,3,5,2,1,0,1,3,8,-1,19.0,1
267,267,22015,204060,Joe Ingles,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,20,4,7,0.571,4,7,0.571,0,0,,0,1,1,4,2,0,0,1,12,-8,25.2,1
278,278,22015,1626168,Trey Lyles,1610612762,UTA,Utah Jazz,21501228,2016-04-13,UTA @ LAL,L,39,7,15,0.467,2,6,0.333,2,3,0.667,2,9,11,3,5,0,3,2,18,-6,47.7,1
388,388,22015,203481,Jeff Withey,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,4,1,2,0.5,0,0,,0,0,,1,1,2,0,0,0,0,0,2,-4,4.4,1
423,423,22015,202692,Alec Burks,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,11,0,0,,0,0,,0,0,,0,3,3,2,2,0,1,0,0,3,11.6,1
432,432,22015,204060,Joe Ingles,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,21,3,6,0.5,3,6,0.5,0,0,,0,2,2,2,1,0,1,3,9,0,16.4,1
434,434,22015,1626168,Trey Lyles,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,23,2,4,0.5,1,3,0.333,4,4,1.0,0,6,6,1,0,0,2,1,9,-13,15.7,1
435,435,22015,202714,Shelvin Mack,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,35,8,14,0.571,2,7,0.286,0,0,,0,2,2,2,0,0,2,4,18,-8,21.4,1
465,465,22015,202344,Trevor Booker,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,24,4,5,0.8,1,1,1.0,0,0,,0,2,2,2,0,1,0,3,9,3,17.4,1
470,470,22015,202324,Derrick Favors,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,28,5,11,0.455,0,0,,1,2,0.5,1,2,3,0,1,1,1,0,11,-4,19.6,1
529,529,22015,203526,Raul Neto,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,8,0,2,0.0,0,0,,0,0,,0,2,2,3,0,0,0,0,0,1,6.9,1
533,533,22015,203497,Rudy Gobert,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,12,0,1,0.0,0,0,,2,4,0.5,3,3,6,2,0,0,0,0,2,-3,12.2,1
537,537,22015,203918,Rodney Hood,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,34,1,11,0.091,1,7,0.143,3,4,0.75,1,3,4,3,1,0,0,3,6,-12,18.3,1
560,560,22015,202330,Gordon Hayward,1610612762,UTA,Utah Jazz,21501210,2016-04-11,UTA vs. DAL,L,40,11,21,0.524,1,9,0.111,3,4,0.75,0,6,6,4,0,1,3,2,26,-8,39.2,1
597,597,22015,202714,Shelvin Mack,1610612762,UTA,Utah Jazz,21501198,2016-04-10,UTA @ DEN,W,35,6,13,0.462,2,4,0.5,0,0,,0,3,3,6,0,0,1,2,14,22,25.6,1
622,622,22015,203497,Rudy Gobert,1610612762,UTA,Utah Jazz,21501198,2016-04-10,UTA @ DEN,W,38,5,7,0.714,0,0,,6,11,0.545,5,9,14,1,0,6,1,4,16,23,51.3,1
632,632,22015,202692,Alec Burks,1610612762,UTA,Utah Jazz,21501198,2016-04-10,UTA @ DEN,W,14,0,4,0.0,0,1,0.0,0,0,,0,5,5,2,0,0,0,1,0,3,9.0,1
