,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
12,12,22021,201571,D.J. Augustin,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,15,0,4,0.0,0,4,0.0,2,2,1.0,0,1,1,2,0,0,2,2,2,-5,4.2,1
13,13,22021,201961,Wayne Ellington,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,30,6,10,0.6,4,8,0.5,2,2,1.0,0,2,2,0,0,1,0,2,18,-8,23.4,1
17,17,22021,1628370,Malik Monk,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,35,14,25,0.56,7,14,0.5,6,6,1.0,1,3,4,1,0,0,3,2,41,-5,44.3,1
18,18,22021,1629659,Talen Horton-Tucker,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,13,3,8,0.375,0,3,0.0,4,5,0.8,1,0,1,3,0,1,1,1,10,-2,17.7,1
21,21,22021,1626169,Stanley Johnson,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,46,5,9,0.556,1,4,0.25,4,4,1.0,0,8,8,3,0,0,2,4,15,4,27.1,1
25,25,22021,1629117,Wenyen Gabriel,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,38,6,13,0.462,0,1,0.0,2,5,0.4,5,5,10,3,0,2,0,4,14,14,36.5,1
169,169,22021,1630644,Mac McClung,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,22,2,5,0.4,1,3,0.333,1,1,1.0,0,3,3,1,1,1,2,5,6,9,15.1,1
170,170,22021,1630559,Austin Reaves,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,42,7,17,0.412,3,5,0.6,14,14,1.0,6,10,16,10,2,1,3,0,31,12,71.2,1
171,171,22021,1630222,Mason Jones,1610612747,LAL,Los Angeles Lakers,22101220,2022-04-10,LAL @ DEN,W,24,1,3,0.333,0,1,0.0,7,8,0.875,0,5,5,3,1,0,0,4,9,6,22.5,1
499,499,22021,2730,Dwight Howard,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,23,5,7,0.714,0,2,0.0,5,8,0.625,1,7,8,3,1,1,2,2,15,-5,33.1,1
500,500,22021,201571,D.J. Augustin,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,23,2,5,0.4,1,4,0.25,2,2,1.0,0,0,0,3,2,0,0,1,7,10,17.5,1
501,501,22021,1626169,Stanley Johnson,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,32,8,16,0.5,1,5,0.2,4,7,0.571,3,5,8,0,1,0,1,0,21,-2,32.6,1
503,503,22021,1630559,Austin Reaves,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,28,3,5,0.6,1,2,0.5,4,6,0.667,0,4,4,4,1,0,0,1,11,-1,24.8,1
510,510,22021,201961,Wayne Ellington,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,22,4,9,0.444,2,7,0.286,0,0,,0,3,3,1,0,0,1,1,10,15,14.1,1
511,511,22021,1628370,Malik Monk,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,34,5,13,0.385,1,5,0.2,1,1,1.0,1,3,4,5,1,1,4,2,12,12,26.3,1
513,513,22021,1629117,Wenyen Gabriel,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,25,6,7,0.857,1,1,1.0,3,4,0.75,1,6,7,1,0,2,1,5,16,24,30.9,1
515,515,22021,1629659,Talen Horton-Tucker,1610612747,LAL,Los Angeles Lakers,22101211,2022-04-08,LAL vs. OKC,W,34,4,16,0.25,1,4,0.25,6,6,1.0,1,7,8,5,2,0,0,2,15,21,38.1,1
