,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
163,163,22022,1630224,Jalen Green,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,27,5,11,0.455,1,3,0.333,3,4,0.75,0,2,2,4,1,0,0,0,14,3,25.4,1
165,165,22022,1631095,Jabari Smith Jr.,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,31,6,11,0.545,1,3,0.333,7,8,0.875,1,4,5,0,0,1,1,3,20,1,28.0,1
180,180,22022,1631106,Tari Eason,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,27,6,11,0.545,1,3,0.333,3,4,0.75,2,6,8,4,0,1,2,2,16,9,32.6,1
181,181,22022,1631102,TyTy Washington Jr.,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,21,3,5,0.6,2,2,1.0,0,2,0.0,0,3,3,0,2,0,0,2,8,2,17.6,1
182,182,22022,1630586,Usman Garuba,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,12,0,3,0.0,0,2,0.0,0,0,,1,2,3,0,1,0,2,2,0,-1,4.6,1
185,185,22022,1626163,Frank Kaminsky,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,17,3,7,0.429,1,3,0.333,0,0,,2,4,6,3,0,1,0,0,7,4,21.7,1
194,194,22022,1630578,Alperen Sengun,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,24,4,9,0.444,0,0,,4,5,0.8,3,9,12,6,2,2,4,3,12,-4,43.4,1
211,211,22022,1630227,Daishen Nix,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,18,1,4,0.25,0,2,0.0,0,0,,0,1,1,1,1,0,1,1,2,-1,6.7,1
294,294,22022,1626246,Boban Marjanovic,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,13,5,7,0.714,0,0,,0,1,0.0,3,3,6,1,1,1,1,0,10,10,23.7,1
295,295,22022,1630231,Kenyon Martin Jr.,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,21,5,12,0.417,0,2,0.0,2,2,1.0,0,3,3,1,0,0,0,1,12,-4,17.1,1
296,296,22022,1630528,Josh Christopher,1610612745,HOU,Houston Rockets,22201222,2023-04-09,HOU @ WAS,W,30,6,10,0.6,0,1,0.0,1,2,0.5,1,1,2,4,0,0,4,1,13,6,17.4,1
403,403,22022,1630224,Jalen Green,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,39,9,22,0.409,3,8,0.375,5,7,0.714,1,2,3,6,1,0,3,1,26,-1,38.6,1
404,404,22022,1630231,Kenyon Martin Jr.,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,39,7,10,0.7,0,0,,0,2,0.0,2,4,6,3,2,0,1,1,14,3,30.7,1
405,405,22022,1630528,Josh Christopher,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,20,3,10,0.3,0,2,0.0,0,0,,1,1,2,1,0,2,2,0,6,1,13.9,1
407,407,22022,1630586,Usman Garuba,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,9,1,3,0.333,0,2,0.0,0,0,,2,0,2,0,0,1,0,3,2,-6,7.4,1
408,408,22022,1631106,Tari Eason,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,24,3,9,0.333,0,1,0.0,1,1,1.0,2,5,7,2,3,2,2,4,7,-3,31.4,1
498,498,22022,1630578,Alperen Sengun,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,32,4,9,0.444,1,1,1.0,5,6,0.833,5,16,21,3,2,1,4,4,14,5,48.7,1
579,579,22022,1626246,Boban Marjanovic,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,7,2,2,1.0,0,0,,0,0,,1,1,2,0,0,0,0,2,4,4,6.4,1
581,581,22022,1629645,Kevin Porter Jr.,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,38,7,13,0.538,2,5,0.4,10,12,0.833,0,3,3,5,2,0,3,5,26,6,40.1,1
585,585,22022,1631095,Jabari Smith Jr.,1610612745,HOU,Houston Rockets,22201202,2023-04-07,HOU @ CHA,W,33,6,11,0.545,1,2,0.5,0,0,,0,2,2,1,1,3,3,3,13,6,25.9,1
996,996,22022,1631106,Tari Eason,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,33,5,9,0.556,1,2,0.5,0,0,,2,5,7,1,2,1,3,2,11,11,26.9,1
999,999,22022,1630586,Usman Garuba,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,10,1,4,0.25,0,2,0.0,1,1,1.0,3,5,8,0,0,0,0,2,3,6,12.6,1
1000,1000,22022,1630528,Josh Christopher,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,18,4,8,0.5,0,2,0.0,2,4,0.5,2,1,3,0,3,0,1,1,10,13,21.6,1
1001,1001,22022,1630231,Kenyon Martin Jr.,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,27,5,8,0.625,0,0,,2,3,0.667,2,3,5,1,0,0,0,3,12,11,19.5,1
1002,1002,22022,1630224,Jalen Green,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,39,12,27,0.444,4,8,0.5,4,4,1.0,1,5,6,4,1,0,3,0,32,27,45.2,1
1119,1119,22022,1630578,Alperen Sengun,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,38,7,14,0.5,2,4,0.5,4,5,0.8,4,6,10,7,3,1,3,4,20,15,51.5,1
1120,1120,22022,1631095,Jabari Smith Jr.,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,36,6,14,0.429,0,1,0.0,4,5,0.8,5,8,13,1,1,1,0,1,16,17,39.1,1
1121,1121,22022,1630227,Daishen Nix,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,5,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,-10,-1.0,1
1122,1122,22022,1629645,Kevin Porter Jr.,1610612745,HOU,Houston Rockets,22201183,2023-04-04,HOU vs. DEN,W,34,7,17,0.412,5,11,0.455,1,2,0.5,1,2,3,9,2,0,2,3,20,15,41.1,1
1349,1349,22022,1630528,Josh Christopher,1610612745,HOU,Houston Rockets,22201171,2023-04-02,HOU vs. LAL,L,17,4,8,0.5,1,2,0.5,0,0,,0,1,1,2,0,0,0,2,9,-17,13.2,1
1350,1350,22022,1630224,Jalen Green,1610612745,HOU,Houston Rockets,22201171,2023-04-02,HOU vs. LAL,L,40,7,21,0.333,2,7,0.286,8,8,1.0,1,2,3,7,0,0,2,3,24,-17,36.1,1
1351,1351,22022,1629645,Kevin Porter Jr.,1610612745,HOU,Houston Rockets,22201171,2023-04-02,HOU vs. LAL,L,37,7,16,0.438,6,10,0.6,0,0,,0,3,3,2,1,0,2,2,20,-17,27.6,1
1355,1355,22022,1630578,Alperen Sengun,1610612745,HOU,Houston Rockets,22201171,2023-04-02,HOU vs. LAL,L,38,9,17,0.529,0,1,0.0,0,2,0.0,5,10,15,5,2,3,2,3,18,-5,56.5,1
1356,1356,22022,1630231,Kenyon Martin Jr.,1610612745,HOU,Houston Rockets,22201171,2023-04-02,HOU vs. LAL,L,28,5,8,0.625,1,2,0.5,0,0,,3,2,5,1,0,0,1,1,11,-16,17.5,1
1357,1357,22022,1630227,Daishen Nix,1610612745,HOU,Houston Rockets,22201171,2023-04-02,HOU vs. LAL,L,11,0,4,0.0,0,3,0.0,0,0,,0,1,1,2,0,0,0,1,0,-8,4.2,1
