,Unnamed: 0,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
14,14,22022,203482,Kelly Olynyk,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,29,9,13,0.692,3,4,0.75,2,2,1.0,0,5,5,4,0,2,4,1,23,-11,37.0,1
16,16,22022,1627739,Kris Dunn,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,40,11,18,0.611,2,3,0.667,2,2,1.0,0,10,10,8,1,0,3,2,26,-12,50.0,1
17,17,22022,1628962,Udoka Azubuike,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,27,6,6,1.0,0,0,,0,1,0.0,2,4,6,1,0,1,0,2,12,-20,23.7,1
21,21,22022,1629677,Luka Samanic,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,30,4,14,0.286,0,8,0.0,1,1,1.0,0,2,2,3,1,0,2,2,9,-21,16.9,1
149,149,22022,1631323,Simone Fontecchio,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,31,8,18,0.444,4,11,0.364,0,0,,2,7,9,2,0,0,0,2,20,-2,33.8,1
239,239,22022,1630548,Johnny Juzang,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,16,4,9,0.444,0,2,0.0,0,0,,2,2,4,0,0,0,0,0,8,9,12.8,1
240,240,22022,1630534,Ochai Agbaji,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,27,4,13,0.308,0,3,0.0,0,0,,0,1,1,8,1,0,2,2,8,-7,22.2,1
241,241,22022,1629308,Juan Toscano-Anderson,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,19,1,5,0.2,1,3,0.333,0,0,,0,3,3,4,1,1,0,1,3,0,18.6,1
244,244,22022,1627745,Damian Jones,1610612762,UTA,Utah Jazz,22201228,2023-04-09,UTA @ LAL,L,21,4,5,0.8,0,1,0.0,0,0,,1,4,5,1,0,0,0,4,8,9,15.5,1
307,307,22022,1628962,Udoka Azubuike,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,30,3,4,0.75,0,0,,2,3,0.667,2,9,11,1,0,1,1,2,8,12,24.7,1
308,308,22022,1629308,Juan Toscano-Anderson,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,30,2,9,0.222,0,2,0.0,3,3,1.0,5,1,6,5,1,0,1,3,7,15,23.7,1
321,321,22022,1630695,Micah Potter,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,21,4,7,0.571,2,4,0.5,0,0,,2,8,10,1,1,0,1,2,10,-9,25.5,1
328,328,22022,1630548,Johnny Juzang,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,15,1,9,0.111,0,4,0.0,0,0,,1,1,2,0,0,0,0,0,2,-18,4.4,1
330,330,22022,1629677,Luka Samanic,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,31,9,14,0.643,3,6,0.5,2,4,0.5,0,8,8,1,2,0,3,2,23,10,37.1,1
332,332,22022,1627745,Damian Jones,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,18,3,4,0.75,0,0,,0,0,,4,1,5,1,0,0,0,1,6,-10,13.5,1
333,333,22022,1627739,Kris Dunn,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,37,6,13,0.462,0,0,,7,8,0.875,1,7,8,14,3,1,3,2,19,20,58.6,1
356,356,22022,1630534,Ochai Agbaji,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,35,10,25,0.4,3,11,0.273,5,5,1.0,1,2,3,3,1,0,4,1,28,-1,35.1,1
357,357,22022,1631323,Simone Fontecchio,1610612762,UTA,Utah Jazz,22201213,2023-04-08,UTA vs. DEN,W,23,6,15,0.4,3,8,0.375,0,0,,1,5,6,4,1,0,3,5,15,1,28.2,1
616,616,22022,1630548,Johnny Juzang,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,16,3,6,0.5,1,3,0.333,0,0,,1,2,3,1,1,0,1,1,7,-21,14.1,1
617,617,22022,1630534,Ochai Agbaji,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,31,6,18,0.333,0,8,0.0,1,2,0.5,0,1,1,0,0,0,1,5,13,-7,13.2,1
619,619,22022,1629308,Juan Toscano-Anderson,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,20,2,9,0.222,0,5,0.0,1,2,0.5,0,2,2,3,0,0,1,2,5,-19,10.9,1
620,620,22022,1627745,Damian Jones,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,21,2,3,0.667,0,0,,0,0,,0,2,2,0,1,1,2,3,4,-4,10.4,1
650,650,22022,1629677,Luka Samanic,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,31,3,8,0.375,1,5,0.2,1,2,0.5,0,3,3,4,0,0,0,4,8,4,17.6,1
658,658,22022,1627739,Kris Dunn,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,35,9,10,0.9,2,2,1.0,2,2,1.0,0,7,7,8,1,0,3,4,22,1,42.4,1
659,659,22022,1628962,Udoka Azubuike,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,25,6,8,0.75,0,0,,0,0,,2,5,7,0,0,1,1,1,12,-14,22.4,1
664,664,22022,203482,Kelly Olynyk,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,32,6,10,0.6,0,2,0.0,4,6,0.667,2,12,14,8,1,0,7,2,16,-9,40.8,1
672,672,22022,1630695,Micah Potter,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,4,0,0,,0,0,,0,0,,0,3,3,0,0,0,0,0,0,2,3.6,1
676,676,22022,1631323,Simone Fontecchio,1610612762,UTA,Utah Jazz,22201200,2023-04-06,UTA vs. OKC,L,25,4,11,0.364,1,6,0.167,2,2,1.0,2,1,3,0,1,0,3,1,11,-13,14.6,1
986,986,22022,1628962,Udoka Azubuike,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,21,1,1,1.0,0,0,,0,0,,0,5,5,0,0,0,0,4,2,-6,8.0,1
1040,1040,22022,1631323,Simone Fontecchio,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,22,2,5,0.4,2,4,0.5,0,0,,0,0,0,0,0,0,1,1,6,-2,5.0,1
1041,1041,22022,1629677,Luka Samanic,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,22,5,6,0.833,2,3,0.667,0,0,,0,4,4,2,1,0,0,1,12,-2,22.8,1
1042,1042,22022,1629308,Juan Toscano-Anderson,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,15,2,5,0.4,0,1,0.0,0,0,,0,4,4,2,0,0,2,4,4,-2,9.8,1
1046,1046,22022,1629012,Collin Sexton,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,16,7,14,0.5,0,5,0.0,1,2,0.5,0,1,1,3,0,0,1,3,15,0,19.7,1
1100,1100,22022,1630534,Ochai Agbaji,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,38,7,15,0.467,4,8,0.5,4,4,1.0,1,3,4,3,0,2,1,0,22,-1,36.3,1
1101,1101,22022,1629659,Talen Horton-Tucker,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,37,7,21,0.333,0,4,0.0,9,13,0.692,2,2,4,7,2,1,2,2,23,-2,45.3,1
1103,1103,22022,1627745,Damian Jones,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,32,5,5,1.0,3,3,1.0,3,4,0.75,1,7,8,1,0,0,1,3,16,4,26.1,1
1104,1104,22022,1627739,Kris Dunn,1610612762,UTA,Utah Jazz,22201186,2023-04-04,UTA vs. LAL,L,27,4,8,0.5,0,1,0.0,2,2,1.0,0,4,4,4,1,0,1,5,10,2,22.8,1
